video_id,transcript
me19SUmWu2s,"♪ Don't you worry ♪ ♪ Don't you worry 'bout
a thing ♪ ♪ 'Cause everything's gonna
be alright ♪ ♪ Everything's gonna
be alright ♪ ♪ So don't you worry ♪ ♪ Don't you worry 'bout
a thing ♪ ♪ ‘Cause everything's gonna
be alright ♪ ♪ Everything's gonna
be alright ♪ ♪ It's gon' be al-, be alright,
thumbs up vibe ♪ ♪ Ready for the night, lit like
a light ♪ ♪ 'Bout to take a flight, get
higher than a kite ♪ ♪ Floatin' on the sky, look
mama, I can fly ♪ ♪ I feel so alive, I'ma live my
best life ♪ ♪ Do just, do just what I like ♪ ♪ Get that, get that, get that
press ♪ ♪ I was down now I rise up ♪ ♪ Head up and my eyes up ♪ ♪ I keep getting wiser ♪ ♪ Then I realize that
everything will be ♪ ♪O-o-o-o-o-o-o-kay-ay-ay-ay-ay-a
y -ay, okay ♪ ♪ This is how we do it, baby,
this is what we say ♪ ♪ Eso es lo que tú y yo vamos a
hacer ♪ ♪ Don't you worry ♪ ♪ Don't you worry 'bout
a thing ♪ ♪ 'Cause everything's gonna
be alright ♪ ♪ Everything's gonna
be alright ♪ ♪ So don't you worry ♪ ♪ Don't you worry about
a thing ♪ ♪ 'Cause everything's gonna
be alright ♪ ♪ Everything's gonna
be alright ♪ ♪ It's gon' be, on' be okay
(Ey) ♪ ♪ Work hard, play hard, that's
the only way (Ey) ♪ ♪ I'ma live my life like
everyday's a holiday (Ey) ♪ ♪ Time to celebrate (Ey), time
to elevate ♪ ♪ Hold up, wait Tres, cuatro,
cinco, seis ♪ ♪ Take it to the top, top, top,
like, ""Ooh"" ♪ ♪ We don't stop, stop, keep on
movin' makin' moves ♪ ♪ Take a a shot, shot, take a
shot, take a few ♪ ♪ We gon' keep on doin' what we
do, 'Cause everyday will be ♪ ♪O-o-o-o-o-o-o-kay-ay-ay-ay-ay-a
y-ay, okay ♪ ♪ This is how we do it, baby,
this is what we say ♪ ♪ Eso es lo que tú y yo vamos a
hacer ♪ ♪ Don't you worry ♪ ♪ Don't you worry 'bout
a thing ♪ ♪ 'Cause everything's gonna
be alright ♪ ♪ Everything's gonna
be alright ♪ ♪ So don't you worry ♪ ♪ Don't you worry 'bout
a thing ♪ ♪ 'Cause everything's gonna
be alright ♪ ♪ Everything's gonna
be alright ♪ Hey! I took a nap Oh, we just wrapped a video for
""Don't You Worry"" Directed by Director X Black Eyed Peas featuring
Shakira and David Guetta So this whole thing is like a
global event We shot in Barcelona, we shot in
Los Angeles I am Director X This video is really something
special I mean you got Black Eyed
Peas and you have Shakira Don't you worry Ohh"
dCrQeUaXkLo,"Yeah uh bust-down chain that was 30 Banz Bust-down wrist, match my bust-down 30 inch Walk up in the club poppin’ shit like it was double mint Lookin’ for a ten, we only settles when it’s settlements Let em slide, yeah, last year was a quiet year Now I’m, on Mariah, I’m finna take it higher, ok Let em slide, yeah, last year was a quiet year  Tell em come outside, baby we ain’t tryna hide You know what I’m on, I’m on a break You know when I’m back, it’s all for take You know that I’m ready for everything  You know when I play, it’s all for keeps Is he up to something only I-I know Is he bout to hit em with the hi-igh note Is he bout to give em something vir-i-ral Is he bout to hit em with the hi-igh note Which way that we going, hm this way Took em to the telly and I told him it’s a dizzate  Turn up baby, we gon have to check out at like 6a Really it’s at eizz-ight but your Uber on the wiz-ay Back, back, back up out the gravesite Bitch I’m back like J Christ I’m finna get the gays hyped I’m finna take it yay high Back up at the gravesite Bitch I’m back like J Christ I’m finna take it ah-ah I’m finna take it yay high You know what I’m on, I’m on a break You know when I’m back, it’s all for take You know when I’m ready for everything  You know when I play, it’s all for keeps Is he up to something only I-I know Is he bout to hit em with the hi-igh note Is he bout to give em something vir-i-ral Is he bout to hit em with the hi-igh note Is he up to something only I-I know Is he bout to hit em with the hi-igh note Is he bout to give em something vir-i-ral Is he bout to hit em with the hi-igh note Oh-oh, I’m in my prime (bitch I’m back like J Christ) Let’s go, let’s take em on a high"
AoAm4om0wTs,"♪ ♪ ♪ I DIDN'T ASK FOR A FREE RIDE ♪ ♪ I ONLY ASKED YOU TO
SHOW ME A REAL GOOD TIME ♪ ♪ I NEVER ASKED
FOR THE RAINFALL ♪ ♪ AT LEAST I SHOWED UP ♪ ♪ YOU SHOWED ME NOTHING AT ALL ♪ ♪ ♪ ♪ IT'S COMING DOWN ON ME ♪ ♪ ♪ ♪ WATER LIKE MISERY ♪ ♪ ♪ ♪ IT'S COMING DOWN ON ME ♪ ♪ ♪ ♪ I'M READY, RAIN ON ME ♪ ♪ I'D RATHER BE DRY BUT
AT LEAST I'M ALIVE ♪ ♪ RAIN ON ME RAIN RAIN ♪ ♪ RAIN ON ME RAIN RAIN ♪ ♪ I'D RATHER BE DRY BUT
AT LEAST I'M ALIVE ♪ ♪ RAIN ON ME RAIN RAIN ♪ ♪ RAIN. ON. ME. ♪ ♪ ♪ ♪ RAIN ON ME ♪ ♪ ♪ ♪ RAIN ON ME ♪ ♪ LIVING IN A WORLD
WHERE NO ONE'S INNOCENT ♪ ♪ ♪ ♪ OH BUT AT LEAST WE TRY ♪ ♪ ♪ ♪ GOTTA LIVE MY TRUTH
NOT KEEP IT BOTTLED IN ♪ ♪ SO I DON'T LOSE MY MIND,
BABY ♪ ♪ I CAN FEEL IT ON MY SKIN ♪ ♪ IT'S COMING DOWN ON ME ♪ ♪ TEARDROPS ON MY FACE ♪ ♪ WATER LIKE MISERY ♪ ♪ LET IT WASH AWAY MY SINS ♪ ♪ IT'S COMING DOWN ON ME ♪ ♪ LET IT WASH AWAY ♪ ♪ I'D RATHER BE DRY BUT
AT LEAST I'M ALIVE ♪ ♪ RAIN ON ME RAIN RAIN ♪ ♪ RAIN ON ME RAIN RAIN ♪ ♪ I'D RATHER BE DRY BUT
AT LEAST I'M ALIVE ♪ ♪ RAIN ON ME RAIN RAIN ♪ ♪ RAIN. ON. ME. ♪ ♪ ♪ ♪ RAIN ON ME ♪ ♪ ♪ ♪ RAIN ON ME ♪ ♪ ♪ ♪ RAIN ON ME ♪ ♪ ♪ ♪ RAIN ON ME ♪ ♪ ♪ ♪ RAIN ON ME ♪ ♪ ♪ ♪ RAIN ON ME ♪ ♪ ♪ ♪ HANDS UP TO THE SKY ♪ ♪ I'M BE YOUR GALAXY ♪ ♪ I'M ABOUT TO FLY ♪ ♪ RAIN ON ME TSUNAMI ♪ ♪ HANDS UP TO THE SKY ♪ ♪ I'LL BE YOUR GALAXY ♪ ♪ I'M ABOUT TO FLY ♪ ♪ RAIN. ON. ME. ♪ ♪ I'D RATHER BE DRY BUT
AT LEAST I'M ALIVE ♪ ♪ RAIN ON ME RAIN RAIN ♪ ♪ RAIN ON ME RAIN RAIN ♪ ♪ I'D RATHER BE DRY BUT
AT LEAST I'M ALIVE ♪ ♪ RAIN ON ME RAIN RAIN ♪ ♪ RAIN. ON. ME. ♪ ♪ I HEAR THE THUNDER COMING
DOWN WON'T YOU RAIN ON ME ♪ ♪ ♪ ♪ RAIN ON ME ♪ ♪ I HEAR THE THUNDER COMING
DOWN WON'T YOU RAIN ON ME ♪ ♪ RAIN. ON. ME. ♪"
Te3_VlimRw0,"♪♪♪ ♪ TROUBLE ♪ ♪ BLOOD IS IN THE ROCKY WATERS ♪ ♪ HIDE AWAY YOUR SONS AND
DAUGHTERS ♪ ♪ EAT YOU ALIVE ♪ ♪ LEVELS BETTER PUT YOUR HEAD
ON SWIVELS ♪ ♪ DANCING WITH THE VERY DEVIL ♪ ♪ BUTTER TO KNIFE ♪ ♪ YOU THINK YOU'RE BETTER THAN
THEM, BETTER THAN THEM ♪ ♪ YOU THINK THEY'RE REALLY YOUR
FRIENDS, REALLY YOUR FRIENDS ♪ ♪ BUT WHEN IT COMES TO THE END,
TO THE END ♪ ♪ YOU'RE JUST THE SAME AS THEM,
SAME AS THEM ♪ ♪ SO LET IT GO, LET IT GO ♪ ♪ THAT'S THE WAY THAT IT GOES ♪ ♪ FIRST YOU'RE IN THEN YOU'RE
OUT, EVERYBODY KNOWS ♪ ♪ YOU'RE HOT THEN YOU'RE COLD,
YOU'RE A LIGHT IN THE DARK ♪ ♪ JUST YOU WAIT AND YOU'LL
SEE THAT YOU'RE SWIMMING
WITH SHARKS ♪ ♪ HE'S COMING TO GET YOU, WHOOP
WHOOP HE'S COMING TO GET YOU,
GET YOU ♪ ♪ BUBBLES, DROWNING YOU'RE
SEEING DOUBLES ♪ ♪ DON'T YOU LET THEM SEE YOUR
STRUGGLES HIDING YOUR TEARS ♪ ♪ CRISIS, TAKE ADVANTAGE OF
YOUR NICENESS ♪ ♪ CUT YOU UP IN EVEN SLICES ♪ ♪ PREY ON YOUR FEARS ♪ ♪ YOU THINK YOU'RE BETTER THAN
THEM, BETTER THAN THEM ♪ ♪ YOU THINK THEY'RE REALLY YOUR
FRIENDS, REALLY YOUR FRIENDS ♪ ♪ BUT WHEN IT COMES TO THE END,
TO THE END ♪ ♪ YOU'RE JUST THE SAME AS THEM,
SAME AS THEM ♪ ♪ SO LET IT GO, LET IT GO ♪ ♪ THAT'S THE WAY THAT IT GOES ♪ ♪ FIRST YOU'RE IN THEN YOU'RE
OUT, EVERYBODY KNOWS ♪ ♪ YOU'RE HOT THEN YOU'RE COLD,
YOU'RE A LIGHT IN THE DARK ♪ ♪ JUST YOU WAIT AND YOU'LL
SEE THAT YOU'RE SWIMMING
WITH SHARKS ♪ ♪ MY BLOOD IS PUMPING, COMING TO
GET YOU, DON'T TAKE IT FROM ME
WHOOP WHOOP ♪ ♪ MY BLOOD IS PUMPING, COMING TO
GET YOU, DON'T TAKE IT FROM ME ♪ ♪ MY BLOOD IS PUMPING, COMING TO
GET YOU, DON'T TAKE IT FROM ME
WHOOP WHOOP ♪ ♪ MY BLOOD IS PUMPING, COMING TO
GET YOU, DON'T TAKE IT FROM ME ♪ ♪ EVERY TIME MY HEART IS BEATING
I CAN FEEL THE RECIPE ♪ ♪ I WONDER IF MY DAY IS COMING,
BLAME IT ON THE ENTROPY ♪ ♪ MY BLOOD IS PUMPING ♪ ♪ I CAN SEE THE END IS RIGHT IN
FRONT OF ME ♪ ♪ DON'T TAKE IT FROM ME ♪ ♪ I COULD BE
EVERYTHING EVERYTHING ♪ ♪ (DON'T TAKE IT FROM ME) ♪ ♪ (MY BLOOD IS PUMPING) ♪ ♪ (DON'T TAKE IT FROM ME) ♪ ♪ (I COULD BE
EVERYTHING EVERYTHING) ♪ ♪ SO LET IT GO, LET IT GO ♪ ♪ THAT'S THE WAY THAT IT GOES ♪ ♪ FIRST YOU'RE IN THEN YOU'RE
OUT, EVERYBODY KNOWS ♪ ♪ YOU'RE HOT THEN YOU'RE COLD,
YOU'RE A LIGHT IN THE DARK ♪ ♪ JUST YOU WAIT AND YOU'LL
SEE THAT YOU'RE SWIMMING
WITH SHARKS ♪ ♪ MY BLOOD IS PUMPING, COMING TO
GET YOU, DON'T TAKE IT FROM ME ♪ ♪ MY BLOOD IS PUMPING, COMING TO
GET YOU, DON'T TAKE IT FROM ME ♪ ♪ MY BLOOD IS PUMPING, COMING TO
GET YOU, DON'T TAKE IT FROM ME ♪ ♪ MY BLOOD IS PUMPING, COMING TO
GET YOU, DON'T TAKE IT FROM ME ♪"
h8DLofLM7No,"♪♪♪ ♪ MEET ME AT MIDNIGHT ♪ ♪♪♪ ♪ (OOH, OOH, OOH, WHOA WHOA
WHOA WHOA WHOA) ♪ ♪ STARING AT THE CEILING
WITH YOU ♪ ♪ OH, YOU DON'T EVER
SAY TOO MUCH ♪ ♪ AND YOU DON'T REALLY
READ INTO ♪ ♪ MY MELANCHOLIA A A AAA ♪ ♪ I'VE BEEN UNDER SCRUTINY
(YEAH, OH YEAH) ♪ ♪ YOU HANDLE IT BEAUTIFULLY
(YEAH, OH YEAH) ♪ ♪ ALL THIS SHIT IS NEW TO ME
(YEAH, OH YEAH) ♪ ♪♪♪ ♪ I FEEL, A LAVENDER HAZE
CREEPING UP ON ME ♪ ♪ SO REAL, I'M DAMNED IF I DO
GIVE A DAMN WHAT PEOPLE SAY ♪ ♪ NO DEAL, THE 1950'S SHIT
THEY WANT FROM ME ♪ ♪ I JUST WANNA (STAY) IN THAT
LAVENDER (HAZE) ♪ ♪ (OOH, OOH, WHOA WHOA
WHOA WHOA WHOA) ♪ ♪ ALL THEY KEEP ASKING ME
(ALL THEY KEEP ASKING ME) ♪ ♪ IS IF I'M GONNA BE
YOUR BRIDE ♪ ♪ THE ONLY KIND OF GIRL THEY SEE
(THE ONLY KIND OF GIRL
THEY SEE) ♪ ♪ IS A ONE NIGHT OR A WIFE ♪ ♪♪♪ ♪ I FIND IT DIZZYING
(YEAH, OH YEAH) ♪ ♪ THEY'RE BRINGING UP MY HISTORY
(YEAH, OH YEAH) ♪ ♪ BUT YOU AREN'T EVEN LISTENING
(YEAH, OH YEAH) ♪ ♪♪♪ ♪ I FEEL A LAVENDER HAZE
CREEPING UP ON ME ♪ ♪ SO REAL, I'M DAMNED IF I DO
GIVE A DAMN WHAT PEOPLE SAY ♪ ♪ NO DEAL, THE 1950'S SHIT
THEY WANT FROM ME ♪ ♪ I JUST WANNA (STAY)
IN THAT LAVENDER (HAZE) ♪ ♪ THAT LAVENDER HAZE ♪ (OOH, OOH, WHOA WHOA
WHOA WHOA WHOA) ♪ TALK YOUR TALK AND GO VIRAL
(OOH, OOH, WHOA WHOA WHOA WHOA
WHOA) ♪ ♪ I JUST NEED THIS LOVE SPIRAL
(OOH, OOH, WHOA WHOA WHOA WHOA
WHOA) ♪ ♪ GET IT OFF YOUR CHEST
(OOH, OOH, WHOA WHOA WHOA
WHOA WHOA) ♪ ♪ GET IT OFF MY DESK
(GET IT OFF MY DESK) ♪ ♪ (TALK YOUR TALK AND
GO VIRAL) ♪ ♪ (I JUST NEED
THIS LOVE SPIRAL) ♪ ♪ GET IT OFF YOUR CHEST ♪ ♪ GET IT OFF MY DESK ♪ ♪ I FEEL (I FEEL) A LAVENDER
HAZE CREEPING UP ON ME ♪ ♪ (SO REAL) I'M DAMNED IF I DO
GIVE A DAMN WHAT PEOPLE SAY ♪ ♪ NO DEAL (NO DEAL), THE 1950'S
SHIT THEY WANT FROM ME ♪ ♪ I JUST WANNA (STAY) IN THAT
LAVENDER (HAZE) ♪ ♪ (OOH, OOH, WHOA
WHOA WHOA WHOA WHOA) ♪ ♪ GET IT OFF YOUR CHEST ♪ ♪ GET IT OFF MY DESK
(OOH, OOH, WHOA WHOA
WHOA WHOA WHOA) ♪ ♪ (THAT LAVENDER HAZE) ♪ ♪ I JUST WANNA STAY ♪ ♪ I JUST WANNA STAY ♪ ♪ IN THAT LAVENDER (HAZE) ♪"
gPCCYMeXin0,"Made you look, take 2, lights,
camera, action ♪ I could have my Gucci on ♪ ♪ I could wear my Louis Vuitton♪ ♪ But even with nothin’ on ♪ ♪ Bet, I made you look (I made
you look) ♪ ♪ I’ll make you double take ♪ ♪ Soon as I walk away ♪ ♪ Call up your chiropractor ♪ ♪ Just in case your neck break ♪ ♪ Ooh tell me whatcha, whatcha,
what you gon’ do (ooh)? ♪ ♪ ‘Cause I’m ‘bout to make a
scene ♪ ♪ Double up that sunscreen ♪ ♪ I’m ‘bout to turn the heat up♪ ♪ Gonna make your glasses steam♪ ♪ Ooh tell me whatcha, whatcha,
what you gon’ do (ooh)? ♪ ♪ When I do my walk, walk ♪ ♪ I can guarantee your jaw will
drop, drop ♪ ♪ ‘Cause they don’t make a lot
of what I got, got ♪ ♪ Ladies if you feel me, this
your bop, bop! (bop bop, bop!) ♪ ♪ I could have my Gucci on
(Gucci on) ♪ ♪ I could wear my Louis Vuitton♪ ♪ But even with nothin’ on ♪ ♪ Bet, I made you look (I made
you look) ♪ ♪ Yeah, I look good in my
Versace dress (take it off!) ♪ ♪ But I’m hotter when my morning
hair’s a mess ♪ ♪ But even with my hoodie on ♪ ♪ Bet, I made you look (I made
you look!) ♪ ♪ And once you get a taste ♪ ♪ You’ll never be the same ♪ ♪ This ain’t that ordinary ♪ ♪ It’s that 14 karat cake ♪ ♪ Ooh tell me whatcha, whatcha,
what you gon’ do (ooh)? ♪ ♪ When I do my walk, walk ♪ ♪ I can guarantee your jaw will
drop, drop ♪ ♪ ‘Cause they don’t make a lot
of what I got, got ♪ ♪ Ladies if you feel me, this
your bop, bop! (bop bop, bop!) ♪ ♪ Oh I could have my Gucci on
(Gucci on) ♪ ♪ I could wear my Louis Vuitton♪ ♪ But even with nothin’ on ♪ ♪ Bet, I made you look (said, I
made you look) ♪ ♪ Yeah, I look good in my
Versace dress (take it off!) ♪ ♪ But I’m hotter when my morning
hair’s a mess ♪ ♪ But even with my hoodie on ♪ ♪ Bet, I made you look (said, I
made you look!) ♪ Meghan Trainor! Aha, you're a
popstar. You're an icon, you're the
moment What other words are you? Uhh. That's it, anyway, we're
going to post in 13 minutes
exactly, don't miss it Hashtag Made You Look, hashtag
Ally, don't ask about that one Are any of your dancers single?
Don't answer that. Ok Be professional
Sorry We're going to do it one more
time for my account, and
you're going to do it better Alright, one more time? Just do it. Just do it. I made you look"
YBGtzfK5Bak,[Music] When We Were Young it seemed life was so wonderful wonderful a colorful Miracle remember how everything was so [Music] beautiful I miss the old days when the skies FL blue I miss the long nights staying up with you I miss the summer cuz we were in it together I miss my hometown don't wish you miss it too driving nowhere nothing else to do I miss the old days I wish they lasted forever when we were see life was so wonderful a call it for miracle remember how everything was so beautiful oh When We Were Young it seemed that life was so simple then so innocent infinite look at us now it's so different isn't [Music] it life so simple so innocent infinite [Music] look at us now it's so different isn't it I miss the ocean the hair across your face a little moment before we moved away and looking back down we should have stay there forever and now we're on the moon and we're under the stars KN where we've been and we know who we are and even as time goes by oh always remember when we were young seemed life was so wonderful a colorful Miracle remember how everything was so beautiful W When We Were Young Life was so simple so innocent in look at us now it's so different isn't it [Music] [Applause] [Music]
u6wOyMUs74I,foreign [Music] [Music] [Music] boy it hit me so hard or how can it be this heavy every song reminds me you're gone and I feel the love form in my throat cause I'm here alone just dancing with my eyes closed everywhere I look I still see you this morning [Music] oh yeah yeah yeah yeah yeah yeah yes so I'll keep dancing with my head illusion is here again and I think you'll come home soon but what brings me right back in and it's only me that's in this room I guess I could just pretend the colors are more than blue but I lost more than my friend I can't help but missing you a big month a little bit different no one is ever ready and when it unfolds you get in a hole or how can it be this heavy Everything Changes nothing's the same except the truth is now you're gone life just goes on so I'm dancing with my eyes closed [Music] and I don't know what else [Music] yeah yeah so I'll keep dancing [Music] oh I keep dancing with my shot in the bar they're cleaning the floor and everyone is already home I'm on my own still dancing with my eyes oh yeah yeah oh I keep dancing with my [Music]
Mx_OexsUI2M,"[OCEAN WAVES] ♪ [VOCALIZING] ♪ ♪ LIFT ME UP ♪ ♪ HOLD ME DOWN ♪ ♪ KEEP ME CLOSE ♪ ♪ SAFE AND SOUND ♪ ♪ BURNING IN A HOPELESS DREAM ♪ ♪ HOLD ME WHEN YOU GO TO SLEEP ♪ ♪ KEEP ME IN THE WARMTH OF
YOUR LOVE ♪ ♪ WHEN YOU DEPART KEEP ME SAFE
SAFE AND SOUND ♪ ♪ LIFT ME UP ♪ ♪ HOLD ME DOWN ♪ ♪ KEEP ME CLOSE ♪ ♪ SAFE AND SOUND ♪ ♪ DROWNING IN AN ENDLESS SEA ♪ ♪ TAKE SOME TIME
AND STAY WITH ME ♪ ♪ KEEP ME IN THE STRENGTH OF
YOUR ARMS ♪ ♪ KEEP ME SAFE ♪ ♪ SAFE AND SOUND ♪ ♪ LIFT ME UP ♪ ♪ HOLD ME DOWN (HOLD ME DOWN) ♪ ♪ KEEP ME SAFE (KEEP ME CLOSE) ♪ ♪ SAFE AND SOUND
(SAFE AND SOUND) ♪ ♪ BURNING IN A HOPELESS DREAM ♪ ♪ HOLD ME WHEN YOU GO TO SLEEP ♪ ♪ KEEP ME SAFE ♪ ♪ WE NEED LIGHT
WE NEED LOVE ♪ ♪ LIFT ME UP
(HOLD ME, IN YOUR ARMS) ♪ ♪ HOLD ME DOWN (I NEED LOVE,
I NEED LOVE, I NEED LOVE) ♪ ♪ KEEP ME CLOSE (HOLD ME,
HOLD ME, DOWN) ♪ ♪ SAFE AND SOUND (HOLD ME,
HOLD ME, HOLD ME, HOLD ME) ♪ ♪ LIFT ME UP (HOLD
ME, HOLD ME) ♪ ♪ HOLD ME DOWN (HOLD ME,
HOLD ME, HOLD ME, HOLD ME) ♪ ♪ KEEP ME SAFE ♪ ♪ WE NEED LIGHT ♪ ♪ WE NEED LOVE ♪"
9coyY-SPIXU,"The fact that Meghan Trainor
is literally Mother right now ♪ I am your mother (I am your
mother) ♪ ♪ You listen to me (You listen
to me) ♪ ♪ Stop all that mansplainin’ ♪ ♪ No one’s listening ♪ ♪ Tell me who gave you the
permission to speak ♪ ♪ I am your mother ♪ ♪ You listen to me (SH!) ♪ ♪ Mr. Big boy ♪ ♪ Pulling up in your big toy ♪ ♪ Sayin’ all that blah
blah blah ♪ ♪ Makin all that big noise ♪ ♪ ‘Cause you’re so frustrated ♪ ♪ Emasculated ♪ ♪ ‘Cause you got your shit
called out ♪ ♪ By this little lady ♪ ♪ Yet your opinions so strong ♪ ♪ Even when you’re wrong ♪ ♪ Bet that feels like power to
you ♪ ♪ Must’ve forgot who you’re
talkin’ to ♪ ♪ I am your mother (I am your
mother) ♪ ♪ You listen to me (You listen
to me) ♪ ♪ Stop all that mansplainin’ ♪ ♪ No one’s listening (SH!) ♪ ♪ Tell me who it gave you the
permission to speak ♪ ♪ I am your mother (I am your
mother) ♪ ♪ You listen to me (You listen
to me) ♪ ♪ You just a ♪ ♪ Bum, Bum, Bum, Bum, Bum, Bum,
Bum, Bum, Bum, Bum, Bum, Bum,
Bum ♪ ♪ You just a ♪ ♪ Bum, Bum, Bum, Bum, Bum, Bum,
Bum, Bum, Bum, Bum, Bum, Bum,
Bum ♪ ♪ Y’all need a master class from
my man ♪ ♪ Learn how to satisfy like he
can ♪ ♪ Ain’t tryna control me and own
me ♪ ♪ Like an old man on CSPAN ♪ ♪ Bet you wish you could wife
this ♪ ♪ Stay mad that’s priceless ♪ ♪ You with your god complex ♪ ♪ But you can’t even make life,
bitch (Bitch!) ♪ ♪ Yet your opinions so strong ♪ ♪ Even when you’re wrong ♪ ♪ Bet that feels like power to
you (that feels like power to
you ) ♪ ♪ Must’ve forgot who you’re
talkin’ to ♪ ♪ I am your mother (I am your
mother) ♪ ♪ You listen to me (You listen
to me) ♪ ♪ Stop all that mansplainin’.
(Hey!) ♪ ♪ No one’s listening (SH!) ♪ ♪ Tell me who gave you the
permission to speak ♪ ♪ I am your mother (I am your
mother) ♪ ♪ You listen to me ♪ ♪ You just a ♪ ♪ Bum, Bum, Bum, Bum, Bum, Bum,
Bum, Bum, Bum, Bum, Bum, Bum,
Bum ♪ ♪ You just a ♪ ♪ Bum, Bum, Bum, Bum, Bum, Bum,
Bum, Bum, Bum, Bum, Bum, Bum,
Bum ♪ ♪ Ladies shake your ♪ ♪ Bum, Bum, Bum, Bum, Bum, Bum,
Bum, Bum, Bum, Bum, Bum, Bum,
Bum ♪ ♪ Shake that ♪ ♪ Bum, Bum, Bum, Bum, Bum, Bum,
Bum, Bum, Bum, Bum, Bum, Bum,
Bum ♪"
U3ASj1L6_sY,"(distant bird squawking) (footsteps approaching) (distant bird squawking) (birds chirping) (keys jangling) (door opening) (door shutting)
(insect buzzing) (foliage rustling) (phone ringing) - Oh hey, darling. You all right? Yeah, I'm good, yeah, all good. All done, everything's packed, I'm just gonna get on the
road now, about to leave. (foliage rustling continues) Well, hopefully just a couple
of hours, but if I'm late, go ahead and start without me, all good. I mean, I will but we have bad signal. I said I probably won't have good signal. Yes, I can hear you perfectly. Can you hear me? Oh, for God's sakes. (foliage rustling continues) Here we go again. (wind gusting) (door opening) (mechanism engaging) (static hissing) (pensive wistful music) (vehicle approaching) (wistful music continues) ♪ There ain't no gold in this river ♪ ♪ That I've been washin'
my hands in forever ♪ ♪ I know there is hope in these waters ♪ ♪ But I can't bring myself to swim ♪ ♪ When I am drowning in this silence ♪ ♪ Baby, let me in ♪ ♪ Go easy on me, baby ♪ ♪ I was still a child ♪ ♪ Didn't get the chance to ♪ ♪ Feel the world around me ♪ ♪ I had no time to choose ♪ ♪ What I chose to do ♪ ♪ So go easy on me ♪ ♪ There ain't no room
for things to change ♪ ♪ When we are both so
deeply stuck in our ways ♪ ♪ You can't deny how hard I have tried ♪ ♪ I changed who I was
to put you both first ♪ ♪ But now I give up ♪ ♪ Go easy on me, baby ♪ ♪ I was still a child ♪ ♪ Didn't get the chance to ♪ ♪ Feel the world around me ♪ ♪ Had no time to choose ♪ ♪ What I chose to do ♪ ♪ So go easy ♪ ♪ On me ♪ ♪ I had good intentions ♪ ♪ And the highest hopes ♪ ♪ But I know right now ♪ ♪ That probably doesn't even show ♪ ♪ Go easy on me, baby ♪ ♪ I was still a child ♪ ♪ I didn't get the chance to ♪ ♪ Feel the world around me ♪ ♪ I had no time to choose ♪ ♪ What I chose to do ♪ ♪ So go easy on me ♪ (pensive music continues) (papers rustling) (fan whirring) (Adele and crew laughing) - Okay, cut.
- It's good, is it good? - [Adele] Cut right now. (all laughing) - Yeah, I'm keeping that.
- No, you never."
WMweEpGlu_U,"Smooth like butter Like a criminal undercover Gon’ pop like trouble Breakin’ into your heart like that Cool shade stunner Yeah I owe it all to my mother Hot like summer Yeah I’m makin’ you sweat like that Break it down Oh when I look in the mirror I’ll melt your heart into 2 I got that superstar glow so Do the boogie like Side step right left to my beat (heartbeat) High like the moon rock with me baby Know that I got that heat Let me show you ‘cause talk is cheap Side step right left to my beat (heartbeat) Get it, let it roll Smooth like butter Pull you in like no other Don’t need no Usher To remind me you got it bad Ain’t no other That can sweep you up like a robber Straight up, I got ya Makin’ you fall like that Break it down Oh when I look in the mirror I’ll melt your heart into 2 I got that superstar glow so Do the boogie like Side step right left to my beat (heartbeat) High like the moon rock with me baby Know that I got that heat Let me show you ‘cause talk is cheap Side step right left to my beat (heartbeat) Get it, let it roll Get it, let it roll Get it, let it roll No ice on my wrist I'm that n-ice guy Got that right body and that right mind Rollin' up to party got the right vibe Smooth like butter Hate us love us Fresh boy pull up and we lay low All the playas get to movin’ when the bass low Got ARMY right behind us when we say so Let's go Side step right left to my beat (heartbeat) High like the moon rock with me baby Know that I got that heat Let me show you ‘cause talk is cheap Side step right left to my beat (heartbeat) Get it, let it roll Smooth like (butter) Cool shade (stunner) And you know we don't stop Hot like (summer) Ain’t no (bummer) You be like oh my god We gon’ make you rock and you say (yeah) We gon’ make you bounce and you say (yeah) Hotter? Sweeter! Cooler? Butter! Get it, let it roll"
