video_id,transcript
TO-_3tck2tg,"♪♪♪ ♪ GIMME GIMME GIMME
SOME TIME TO THINK ♪ ♪ I’M IN THE BATHROOM LOOKING
AT ME ♪ ♪ FACE IN THE MIRROR
IS ALL I NEED ♪ ♪ WAIT UNTIL THE REAPER TAKES
MY LIFE ♪ ♪ NEVER GONNA GET ME OUT ALIVE ♪ ♪ I WILL LIVE A THOUSAND
MILLION LIVES ♪ ♪ MY PATIENCE IS WANING ♪ ♪ IS THIS ENTERTAINING? ♪ ♪ MY PATIENCE IS WANING ♪ ♪ IS THIS ENTERTAINING? ♪ ♪ I GOT THIS FEELING
YEAH YOU KNOW ♪ ♪ WHERE I’M LOSING ALL CONTROL ♪ ♪ CAUSE THERE’S MAGIC
IN MY BONES ♪ ♪ I GOT THIS FEELING
IN MY SOUL ♪ ♪ GO AHEAD AND THROW
YOUR STONES ♪ ♪ CAUSE THERE’S MAGIC
IN MY BONES ♪ ♪ PLAYING WITH A STICK
OF DYNAMITE ♪ ♪ THERE WAS NEVER GREY
IN BLACK AND WHITE ♪ ♪ THERE WAS NEVER WRONG TILL
THERE WAS RIGHT ♪ ♪ FEELING LIKE A BOULDER
HURDLING ♪ ♪ SEEING ALL THE VULTURES
CIRCLING ♪ ♪ BURNING IN THE FLAMES
I’M WORKING IN ♪ ♪ TURNING IN A BED
THAT’S DARKENING ♪ ♪ MY PATIENCE IS WANING ♪ ♪ IS THIS ENTERTAINING? ♪ ♪ MY PATIENCE IS WANING ♪ ♪ IS THIS ENTERTAINING? ♪ ♪ I GOT THIS FEELING
YEAH YOU KNOW ♪ ♪ WHERE I’M LOSING ALL CONTROL ♪ ♪ CAUSE THERE’S MAGIC
IN MY BONES ♪ ♪ I GOT THIS FEELING
IN MY SOUL ♪ ♪ GO AHEAD AND THROW
YOUR STONES ♪ ♪ CAUSE THERE’S MAGIC
IN MY BONES ♪ ♪ CAUSE THERE’S MAGIC
IN MY BONES ♪ ♪ LOOK IN THE MIRROR
OF MY MIND ♪ ♪ TURNING THE PAGES OF MY LIFE ♪ ♪ WALKING THE PATH SO MANY PACED
A MILLION TIMES ♪ ♪ DROWN OUT THE VOICES
IN THE AIR ♪ ♪ LEAVING THE ONES
THAT NEVER CARED ♪ ♪ PICKING THE PIECES UP
AND BUILDING TO THE SKY ♪ ♪ MY PATIENCE IS WANING ♪ ♪ IS THIS ENTERTAINING? ♪ ♪ MY PATIENCE IS WANING ♪ ♪ IS THIS ENTERTAINING? ♪ ♪ I GOT THIS FEELING YEAH YOU
KNOW ♪ ♪ WHERE I’M LOSING ALL CONTROL ♪ ♪ CAUSE THERE’S MAGIC
IN MY BONES ♪ ♪ I GOT THIS FEELING
IN MY SOUL ♪ ♪ GO AHEAD AND THROW
YOUR STONES ♪ ♪ CAUSE THERE’S MAGIC
IN MY BONES ♪ ♪ THERE GOES MY MIND,
DON’T MIND ♪ ♪ THERE GOES MY MIND ♪ ♪ THERE GOES MY MIND,
DON’T MIND ♪ ♪ THERE GOES MY MIND ♪ ♪ CAUSE THERE’S MAGIC
IN MY BONES ♪ ♪♪♪"
YV8P4aEXzMU,I want to feel the heat I want to own the night I want to feel the beat I want to dance tonight I want to lose myself I want to come alive I want to feel the love going to overdrive I want to feel the heat I want to own t night I want to feel the beat I want to dance tonight I want to lose myself I want to call my life I want to feel the love I want to go and over [Music] drive and to [Music] overdrive it doesn't matter where I go I feel the music in my soul I love the way the rhym makes my body [Music] go there's a dance FL in my dreams and I've been moving in my sleep love the way the Baseline makes me lose control I want to feel the heat I want to own the night I want to feel the beat I want to dance tonight I want to lose myself I want to call my life I want to feel the love want to go into over drive and overdrive I want to feel the heat I want to own the night I want to feel the beat I want to dance tonight I want to lose myself I want to come alive I want to feel the love love going to [Music] overdrive into over drive into over drive into over drive into over Drive [Music] [Music] life
O2CIAKVTOrc,"♪ Tell me you need me ♪ ♪ Hold my hand
Everything will be okay ♪ ♪ I heard from the heavens
That clouds have been grey ♪ ♪ Pull me close
Wrap me in your aching arms ♪ ♪ I see that you're hurtin'
Why'd you take so long ♪ ♪ To tell me you need me?
I see that you're bleeding ♪ ♪ You don't need to show me again ♪ ♪ But if you decide to
I'll ride in this life with you ♪ ♪ I won't let go 'til the end ♪ ♪ So cry tonight ♪ ♪ But don't you let go of my hand ♪ ♪ You can cry every last tear ♪ ♪ I won't leave 'til
I understand ♪ ♪ Promise me
Just hold my hand ♪ ♪ Raise your head
Look into my wishful eyes ♪ ♪ That fear that's inside you will lift
Give it time ♪ ♪ I can see
Everything you're blind to now ♪ ♪ Your prayers will be answered
Let God whisper how ♪ ♪ To tell me you need me
I see that you're bleeding ♪ ♪ You don't need to show me again ♪ ♪ But if you decide to
I'll ride in this life with you ♪ ♪ I won't let go 'til the end ♪ ♪ ♪ ♪ So cry tonight ♪ ♪ But don't you let go of my hand ♪ ♪ You can cry every last tear ♪ ♪ I won't leave 'til I understand ♪ ♪ Promise you'll
Just hold my hand ♪ ♪ Hold my hand, hold my— ♪ ♪ Hold my hand, my hand ♪ ♪ I'll be right here
Hold my hand ♪ ♪ Hold my hand, hold my— ♪ ♪ Hold my hand, my hand ♪ ♪ I'll be right here
Hold my hand ♪ ♪ ♪ ♪ I know you're scared
And your pain is imperfect ♪ ♪ But don't you give up on yourself ♪ ♪ I've heard a story
A girl, she once told me ♪ ♪ That I would be happy again ♪ ♪ ♪ ♪ Hold my hand ♪ ♪ Hold my hand ♪ ♪ Hold my hand, hold my hand ♪ ♪ Hold my hand, hold my hand ♪ ♪ Hold my hand ♪ ♪ I heard from the heavens ♪ ♪ ♪"
AG-erEMhumc,"(gentle music) ♪ You broke me first, oh ♪ ♪ Maybe you don't like talking
too much about yourself ♪ ♪ But you shoulda told me ♪ ♪ That you were thinking
about someone else ♪ ♪ You're drunk at a party ♪ ♪ Or maybe it's just that
your car broke down ♪ ♪ Or your phone's been
off for a couple months ♪ ♪ So you're calling me now ♪ ♪ I know you, you're like this ♪ ♪ When shit don't go your
way, you needed me to fix it ♪ ♪ And like me, I did ♪ ♪ But I ran out of every reason ♪ ♪ Now, suddenly, you're
asking for it back ♪ ♪ Could you tell me
where'd you get the nerve ♪ ♪ Yeah, you could say you
miss all that we had ♪ ♪ But I don't really
care how bad it hurts ♪ ♪ When you broke me first ♪ ♪ When you broke me first ♪ ♪ Took a while, was in
denial when I first heard ♪ ♪ That you moved on quicker
than I coulda ever ♪ ♪ You know that hurt ♪ ♪ Swear, for a while, I
would stare at my phone ♪ ♪ Just to see your face ♪ ♪ But now that it's there, I
don't really know what to say ♪ ♪ I know you, you're like this ♪ ♪ When shit don't go your
way, you needed me to fix it ♪ ♪ And like me, I did ♪ ♪ But I ran out of every reason ♪ ♪ Now, suddenly, you're
asking for it back ♪ ♪ Could you tell me
where'd you get the nerve ♪ ♪ Yeah, you could say you
miss all that we had ♪ ♪ But I don't really
care how bad it hurts ♪ ♪ When you broke me first ♪ ♪ You broke me first ♪ ♪ What did you think would happen ♪ ♪ What did you think would happen ♪ ♪ I'll never let you have it ♪ ♪ What did you think would happen ♪ ♪ Now, suddenly, you're
asking for it back ♪ ♪ Could you tell me
where'd you get the nerve ♪ ♪ Yeah, you could say you
miss all that we had ♪ ♪ But I don't really
care how bad it hurts ♪ ♪ When you broke me first ♪ ♪ You broke me first ♪ ♪ You broke me first, oh ♪"
IZ3XMOdOdKM,"♪ The truth is bulletproof ♪ ♪ There’s no fooling you ♪ ♪ I don’t dress the same ♪ ♪ Me and who you say ♪ ♪ I was yesterday ♪ ♪ Have gone our
separate ways ♪ ♪ Left my living fast ♪ ♪ Somewhere in the past ♪ ♪ Cause that’s
for chasing cars ♪ ♪ Turns out open bars ♪ ♪ Lead to broken hearts ♪ ♪ And going way too far ♪ ♪ I know I used to be crazy ♪ ♪ I know I used to be fun ♪ ♪ You say I used to be wild ♪ ♪ I say I used to be young ♪ ♪ You tell me time has done
changed me ♪ ♪ That’s fine, I’ve
had a good run ♪ ♪ I know I used to be crazy ♪ ♪ That’s cause I
used to be young ♪ ♪ Take one, pour it out ♪ ♪ It’s not worth
crying about ♪ ♪ The things you can’t erase ♪ ♪ Like tattoos and regrets ♪ ♪ Words I never meant ♪ ♪ And ones that got away ♪ ♪ Left my living fast ♪ ♪ Somewhere in the past ♪ ♪ And took another road ♪ ♪ Turns out crowded rooms ♪ ♪ Empty out as soon ♪ ♪ There’s somewhere else to go
ohhhhh ♪ ♪ I know I used to be crazy ♪ ♪ I know I used to be fun ♪ ♪ You say I used to be wild ♪ ♪ I say I used to be young ♪ ♪ You tell me time has done
changed me ♪ ♪ That’s fine, I’ve
had a good run ♪ ♪ I know I used to be crazy ♪ ♪ That’s cause I
used to be young ♪ ♪ Ohhhhh ♪ ♪ I know I used to be crazy ♪ ♪ Messed up but
god was it fun ♪ ♪ I know I used to be wild ♪ ♪ That’s cause I
used to be young ♪ ♪ Those wasted nights are not
wasted ♪ ♪ I remember every one ♪ ♪ I know I used to be crazy ♪ ♪ That’s cause I
used to be young ♪ ♪ You tell me time has done
changed me ♪ ♪ That’s fine, I’ve
had a good run ♪ ♪ I know I used to be crazy ♪ ♪ That’s cause I
used to be young ♪"
XzOvgu3GPwY,"♪♪♪ ♪♪♪
[DISTORTED RECORD PLAYING] ♪ KARMA IS THAT GIRL LIKE ... ♪ ♪ GRAH ♪ ♪ YOU’RE TALKING SHIT ♪ ♪ FOR THE HELL OF IT ♪ ♪ ADDICTED TO BETRAYAL ♪ ♪ BUT YOU’RE RELEVANT ♪ ♪ YOU’RE TERRIFIED ♪ ♪ TO LOOK DOWN ♪ ♪♪♪ ♪ CAUSE IF YOU DARE ♪ ♪ YOU’LL SEE THE GLARE ♪ ♪ OF EVERYONE YOU BURNED
JUST TO GET THERE ♪ ♪ IT’S COMING BACK ♪ ♪ AROUND ♪ ♪ AND I KEEP MY SIDE
OF THE STREET CLEAN ♪ ♪ YOU WOULDN’T KNOW
WHAT I MEAN ♪ ♪ CAUSE KARMA IS MY BOYFRIEND ♪ ♪ KARMA IS A GOD ♪ ♪ KARMA IS THE BREEZE IN MY HAIR
ON THE WEEKEND ♪ ♪ KARMA’S A RELAXING THOUGHT ♪ ♪ AREN’T YOU ENVIOUS
THAT FOR YOU IT’S NOT? ♪ ♪ SWEET LIKE HONEY ♪ ♪ KARMA IS A CAT ♪ ♪ PURRING IN MY LAP
‘CAUSE IT LOVES ME ♪ ♪ FLEXING LIKE A GODDAMN
ACROBAT ♪ ♪ ME AND KARMA VIBE LIKE THAT ♪ ♪ KARMA IS YA CHECKS
BOUTTA BOUNCE
(DAMN) ♪ ♪ KARMA IS A FIRE IN YA HOUSE
(GRAH) ♪ ♪ AND SHE BOUTTA
POP UP UNANNOUNCED
(LIKE) ♪ ♪ AND SHE NEVER
LEAVING YOU ALONE
(DAMN) ♪ ♪ WATCH HER PUT YA
OPPS ON A THRONE
(DAMN) ♪ ♪ GOT YOU WAVING
PRETTY WHITE FLAGS ♪ ♪ FEENIN’ FOR THAT CASH ♪ ♪ THINKING IT’LL SAVE YA ♪ ♪ NOW YOU SWITCHING UP
YA BEHAVIOR ♪ ♪ IT’S OKAY, BABY ♪ ♪ YOU AIN’T GOTTA WORRY
KARMA NEVER GETS LAZY ♪ ♪ SO I KEEP MY HEAD UP
MY BREAD UP, I WON’T LET UP
(NEVER) ♪ ♪ PROMISE THAT YOU'LL NEVER
ENDEAVOR WITH NONE LESSER
(EVER, EVER) ♪ ♪ I BE DRAGGIN’ THAT WAGON ♪ ♪ KARMA IS A BEAUTY
WINNING THAT PAGEANT
(GRAH) ♪ ♪ -KARMA IS MY BOYFRIEND
-DAMN ♪ ♪ -KARMA IS A GOD
-KARMA IS A GOD ♪ ♪ KARMA IS THE BREEZE IN MY HAIR
ON THE WEEKEND ♪ ♪ -KARMA’S A RELAXING THOUGHT
-KARMA’S A RELAXING THOUGHT ♪ ♪ AREN’T YOU ENVIOUS
THAT FOR YOU IT’S NOT? ♪ ♪ SWEET LIKE HONEY ♪ ♪ KARMA IS A CAT ♪ ♪ PURRING IN MY LAP
‘CAUSE IT LOVES ME ♪ ♪ FLEXING LIKE A GODDAMN
ACROBAT ♪ ♪ -ME AND KARMA VIBE LIKE THAT
-ME AND KARMA VIBE LIKE THAT
(GRAH) ♪ ♪ ASK ME WHAT I LEARNED
FROM ALL THOSE YEARS ♪ ♪ ASK ME WHAT I EARNED
FROM ALL THOSE TEARS ♪ ♪ ASK ME WHY SO MANY FADE
BUT I’M STILL HERE
(I’M STILL HERE) ♪ ♪ CAUSE KARMA IS THE THUNDER ♪ ♪ RATTLING YOUR GROUND ♪ ♪ KARMA’S ON YOUR SCENT
LIKE A BOUNTY HUNTER ♪ ♪ AND KARMA’S
GONNA TRACK YOU DOWN ♪ ♪ STEP BY STEP
FROM TOWN TO TOWN ♪ ♪ SWEET LIKE JUSTICE ♪ ♪ KARMA IS A QUEEN ♪ ♪ KARMA TAKES ALL MY FRIENDS
TO THE SUMMIT
(FACTS) ♪ ♪ KARMA IS THE GUY ON THE SCREEN
COMING STRAIGHT HOME TO ME ♪ ♪ -KARMA IS MY BOYFRIEND
-KARMA IS MY BOYFRIEND ♪ ♪ KARMA IS A GOD ♪ ♪ KARMA IS THE BREEZE IN MY HAIR
ON THE WEEKEND
(WEEKEND) ♪ ♪ KARMA’S A RELAXING THOUGHT ♪ ♪ AREN’T YOU ENVIOUS
THAT FOR YOU IT’S NOT? ♪ ♪ SWEET LIKE HONEY ♪ ♪ KARMA IS A CAT ♪ ♪ PURRING IN MY LAP
‘CAUSE IT LOVES ME ♪ ♪-FLEXING LIKE A GODDAMN ACROBAT
-FLEXING LIKE A GODDAMN ACROBAT♪ ♪ ME AND KARMA VIBE LIKE THAT ♪ ♪♪♪ ♪ KARMA IS MY BOYFRIEND ♪ ♪ KARMA IS A GOD ♪ ♪ KARMA IS MY BESTIE ♪ ♪♪♪ ♪ KARMA’S A RELAXING THOUGHT ♪ ♪ KARMA’S GONNA HOLD YOU DOWN ♪ ♪♪♪"
YXt0Nw8xWh0,"Oh, I'm sorry Sorry that you love me Changed my mind up like it’s origami  Oh, I’m sorry Sorry that you love me Changed my mind up like it’s origami  K-Kisses to my exes who don’t give a shit about me  Kisses, kisses to the next ones who think they can live without me  We make up, then we break up  Then they swear they’ll never call me  But I still keep their number and their necklace  Kisses to my exes  Happens every time I don’t mean, mean to be cold, but that’s how I get Oh  Me and my all my pride  Try to burn down every damn bridge anytime we can  And again  Imma, Imma, Imma  Wild ride that never stops  Imma, Imma, Imma  Hard case they can’t unlock  And I, and I swear  I care a lot, just not enough  Let’s just say it is what it is and was what it was  K-Kisses to my exes who don’t give a shit about me  Kisses, kisses to the next ones who think they can live without me  We make up, then we break up  Then they swear they’ll never call me  But I still keep their number and their necklace  Kisses to my exes  Oh, I’m sorry Sorry that you love me Changed my mind up like it’s origami  Oh, I’m sorry Sorry that you love me Changed my mind up like it’s ori-  Say, say I wanna go, then then, I wanna leave  Make another promise that I can’t keep  I don’t ever know what I want  But that’s what you want  If you’re down, well then don’t blame me  Breaking it all before it starts  Making it all up in my head  But I just overshare about things I never meant  Imma, Imma, Imma  Wild ride that never stops  Imma, Imma, Imma  Hard case they can’t unlock  And I, and I swear  I care a lot, just not enough  Let’s just say  It is what it is and was what it was  K-Kisses to my exes who don’t give a shit about me  Kisses, kisses to the next ones who think they can live without me  We make up, then we break up  Then they swear they’ll never call me  But I still keep their number and their necklace  Kisses to my exes  Oh, I’m sorry Sorry that you love me Changed my mind up like it’s origami  Oh, I’m sorry Sorry that you love me Changed my mind up like it’s origami  Kisses to my exes, I know that I did you dirty  Little messed up, little selfish  We ain’t married, I ain’t 30  Yeah we hooked up, then we broke up   Then I said you really hurt me  But I still got your number and your necklace  Kisses to my exes "
VF-FGf_ZZiI,"♪ I wish I knew wanted me ♪ ♪ I wish I knew, I wish
I knew you wanted me ♪ ♪ I wish I knew, I wish
I knew you wanted me ♪ ♪ What you, ooh, uh, what you do ♪ ♪ Made a move, coulda made a move ♪ ♪ If I knew I'd be with you ♪ ♪ Is it too late to pursue ♪ (upbeat music) ♪ I bite my tongue, it's a bad habit ♪ ♪ Kinda mad that I didn't
take a stab at it ♪ ♪ Thought you were too
good for me, my dear ♪ ♪ Never gave me time of day, my dear ♪ ♪ It's okay, things happen for ♪ ♪ Reasons that I think are sure, yeah ♪ ♪ I wish I knew, I wish
I knew you wanted me ♪ ♪ I wish I knew, I wish
I knew you wanted me ♪ ♪ I wish I knew yeah, I
wish I knew you wanted me ♪ ♪ I wish I knew, I wish
I knew you wanted me ♪ ♪ Say to me, please just say to me ♪ ♪ If this could wind up ♪ ♪ I wish you wouldn't play with me ♪ ♪ I wanna know, oh no ♪ ♪ Can I bite your tongue
like my bad habit ♪ ♪ Would you mind if I tried
to make a pass at it ♪ ♪ Were you not too good for me, my dear ♪ ♪ Funny you come back to me, my dear ♪ ♪ It's okay, things happen for ♪ ♪ Reasons that I can't ignore, yeah ♪ ♪ I wish I knew, I wish
I knew you wanted me ♪ ♪ I wish I knew wish I knew ♪ ♪ I wish I knew you wanted me ♪ ♪ You can't surprise a Gemini ♪ ♪ I'm everywhere, I'm cross-eyed, and ♪ ♪ Now that you're back, I can't decide ♪ ♪ If I decide if you're invited ♪ ♪ You always knew the way to wow me ♪ ♪ Fuck around, get tongue-tied, and ♪ ♪ I turn it on, I make it rowdy ♪ ♪ Then carry on, but I'm not hidin' ♪ ♪ You grabbin' me hard 'cause
you know what you found ♪ ♪ Is biscuits, is gravy, babe ♪ ♪ You can't surprise a Gemini ♪ ♪ But you know it's
biscuits, is gravy, babe ♪ ♪ I knew you'd come back around ♪ ♪ 'Cause you know it's
biscuits, it's gravy, babe ♪ ♪ Let's fuck in the back
of the mall, lose control ♪ ♪ Go stupid, go crazy, babe ♪ ♪ I know I'll be in your
heart 'til the end ♪ ♪ You'll miss me, don't beg me, babe ♪ (upbeat music)"
7aekxC_monc,"♪♪♪ [FEMALE VOICE
SPEAKING IN FRENCH] ♪ OH GIRL I LIKE YOU, I DO ♪ ♪ I WANNA BE YOUR FRIEND
GO SHOPPIN' IN THE BENZ ♪ ♪ I LIKE YOU, I DO ♪ ♪ I’LL HIT YOU WHEN I LAND,
CAN YOU FIT ME IN YOUR PLANS ♪ ♪ I LIKE YOU, I DO ♪ ♪ WE WENT TO BED IN FRANCE,
THEN WE WOKE UP IN JAPAN ♪ ♪ I LIKE YOU, I DO, MMM ♪ ♪ OH GIRL I KNOW
YOU ONLY LIKE IT FANCY ♪ ♪ SO I PULL UP IN
THAT MAYBACH CANDY ♪ ♪ YEA YOUR BOYFRIEND’LL
NEVER UNDERSTAND ME ♪ ♪ CUZ I’M BOUT TO PULL HIS GIRL
LIKE A HAMMY, HAMMY ♪ ♪ LETS TAKE A LIL’ DIP LIL’ LADY
HIT PCH 180 ♪ ♪ YEAH I’VE BEEN THINKIN’ LATELY
THAT I NEED SOMEONE TO SAVE ME ♪ ♪ NOW THAT I'M FAMOUS
I'VE GOT HOES ALL AROUND ME ♪ ♪ I NEED A GOOD GIRL,
I NEED SOMEONE TO GROUND ME ♪ ♪ SO PLEASE BE TRUE
DON'T FUCK AROUND ON ME ♪ ♪ I NEED SOMEONE TO SHARE
THIS HEART WITH ME ♪ ♪ FILL YOU UP
THEN RUN IT BACK AGAIN ♪ ♪ OH GIRL I LIKE
YOU, I DO (I DO) ♪ ♪ I WANNA BE YOUR FRIEND
GO SHOPPIN' IN THE BENZ ♪ ♪ I LIKE YOU, I DO (I DO) ♪ ♪ I’LL HIT YOU WHEN I LAND,
CAN YOU FIT ME IN YOUR PLANS ♪ ♪ I LIKE YOU, I DO (I DO) ♪ ♪ WE WENT TO BED IN FRANCE,
THEN WE WOKE UP IN JAPAN ♪ ♪ I LIKE YOU, I DO, I DO ♪ ♪ LET ME KNOW WHEN YOU FREE ♪ ♪ CUZ I BEEN TRYNA
HIT IT ALL WEEK BABE ♪ ♪ WHY YOU ACTING ALL SWEET ♪ ♪ I KNOW
THAT YOU WANT LIL OL ME ♪ ♪ I GET A LITTLE OD ♪ ♪ BUT AIN'T SHIT
NEW TO A FREAK ♪ ♪ LET ME DROP BANDS
PUT A JEWEL IN YA TEETH ♪ ♪ HE LOVE THE WAY I DRIP TURN
THE POOL TO A BEACH ♪ ♪ AND I COULDA COPPED A BIRKIN
BUT I COP CELINE ♪ ♪ WHY WE GOT THE SAME TASTE
FOR THE FINER THINGS ♪ ♪ BRAND NEW NIGGA
WITH THE SAME OLD TEAM ♪ ♪ NOW HE GOT ME ON A LEASH
CUZ HE SAID NO STRINGS ♪ ♪ YOU KNOW I'M COOL WITH THAT ♪ ♪ STOLE THE PUSSY
YOU AIN'T GET SUED FOR THAT ♪ ♪ WONDER WHAT A NIGGA
MIGHT DO FOR THAT ♪ ♪ I COULD BE YOUR CHAKA
WHERE RUFUS AT ♪ ♪ 80 IN THE BENZ
WHEN THE ROOF GO BACK ♪ ♪ THEY DON'T WANT TO SEE US
GET TOO ATTACHED ♪ ♪ I JUST GOTTA FEELING
THAT WE MIGHT BE FRIENDS
FOR A LONG LONG TIME ♪ ♪ YOU DON’T MIND AND YOU KNOW
I LIKE YOU FOR THAT ♪ ♪ OH GIRL I LIKE YOU, I DO ♪ ♪ I WANNA BE YOUR FRIEND
GO SHOPPIN' IN THE BENZ ♪ ♪ I LIKE YOU, I DO (I DO) ♪ ♪ I’LL HIT YOU WHEN I LAND,
CAN YOU FIT ME IN YOUR PLANS ♪ ♪ I LIKE YOU, I DO (I DO) ♪ ♪ WE WENT TO BED IN FRANCE,
THEN WE WOKE UP IN JAPAN ♪ ♪ I LIKE YOU, I DO, MMM, I DO ♪ ♪ I JUST WANT YOU,
I JUST WANT YOU ♪ ♪ YOUR HEART’S SO BIG
BUT THAT ASS IS HUGE ♪ ♪ JUST WANT YOU, OH BABY DO ♪ ♪ YOU LIKE ME TOO, OOH, OOH ♪ ♪ GIRL I LIKE YOU, I DO (I DO) ♪ ♪ I WANNA BE YOUR FRIEND
GO SHOPPIN' IN THE BENZ ♪ ♪ I LIKE YOU, I DO, MMM, I DO ♪ ♪♪♪ ♪ (I LIKE YOU) ♪ ♪ (DON’T WANT IT NOW
I’M WITH YOU) ♪ [FEMALE VOICE
SPEAKING IN FRENCH]"
Y2QpQP8wPG8,"♪ Will wait for you, for you ♪ ♪ Early in the morning, late at night ♪ ♪ I will wait for you ♪ ♪ It don't even matter what time it is ♪ ♪ I will wait for you ♪ ♪ Presidential Rollie already on the way ♪ ♪ Higher, sayin', Aye, yi, yi, yi ♪ ♪ Whenever I find time, it's okay ♪ ♪ Ayy ♪ ♪ ATL Jacob, ATL Jacob ♪ ♪ You pray for my
demons, girl, I got you ♪ ♪ Every time I sip on
codeine, I get vulnerable ♪ ♪ I'm knowin' the sounds
of the storm when it come ♪ ♪ She understand I can't take
her everywhere a nigga going ♪ ♪ I been in the field like
the children of the corn ♪ ♪ I can hear your tears when
they drop over the phone ♪ ♪ Get mad at yourself 'cause
you can't leave me alone ♪ ♪ Gossip, bein' messy,
that ain't what we doing ♪ ♪ World was ending ♪ ♪ Travel around the world ♪ ♪ Would you cry, or
would you try to get me ♪ ♪ Over the phone, dropping tears ♪ ♪ Tell me now, I want you be clear, yeah ♪ ♪ I get more vulnerable when I do drugs ♪ ♪ Tell me now, I need
you to be clear, yeah ♪ ♪ When you drunk, you tell
me exactly how you feel ♪ ♪ I will wait for you, for you ♪ ♪ When I'm loaded, I keep it real ♪ ♪ I will wait for you,
I will wait for you ♪ ♪ Please tell a real
one exactly what it is ♪ ♪ I will wait, will
wait, for you, for you ♪ ♪ Don't say it 'cause you know
that's what I wanna hear ♪ ♪ I will wait for you,
I will wait for you ♪ ♪ Yeah ♪ ♪ I been trapping 'round the world ♪ ♪ I sit on my balcony and
wonder how you feeling ♪ ♪ I got a career that takes
my time away from women ♪ ♪ I cannot convince you that
I love you for a living ♪ ♪ I be on your line, feelings
flowing like a river ♪ ♪ You be texting back you
at Kiki on the river ♪ ♪ Message say ""Delivered"", but
I know that you don't get it ♪ ♪ Why you introduce us if you
knew that you was with him? ♪ ♪ Made me shake his hand ♪ ♪ When y'all been fucking for a minute ♪ ♪ Walk me off the plank because
you know that I'm a swimmer ♪ ♪ Supposed to be your dawg, but
you done put me in a kennel ♪ ♪ Girl, put a muzzle on it,
all that barking over dinner ♪ ♪ I was fucking with you when
you had the tiny Presidential ♪ ♪ You got better when you met
me and that ain't coincidental ♪ ♪ Tried to bring the best out you ♪ ♪ Guess I'm not that influential ♪ ♪ Guess I'm not the one
that's meant for you ♪ ♪ I can hear your tears when
they drop over the phone ♪ ♪ Get mad at myself 'cause
I can't leave you alone ♪ ♪ Gossip, being messy, that
ain't what we doing, yeah ♪ ♪ World was ending ♪ ♪ Trapping around the world ♪ ♪ Would you cry, or
would you try to get me ♪ ♪ Over the phone, dropping tears ♪ ♪ Tell me now, I want you to be clear ♪ ♪ I get more vulnerable when I do pills ♪ ♪ Tell me now, I need
you to be clear, yeah ♪ ♪ When you drunk, you tell
me exactly how you feel ♪ ♪ I will wait for you, for you ♪ ♪ When I'm loaded, I keep it real ♪ ♪ I will wait for you,
I will wait for you ♪ ♪ Please tell a real
one exactly what it is ♪ ♪ I will wait, will
wait, for you, for you ♪ ♪ Don't say it 'cause you know
that's what I wanna hear ♪ ♪ I will wait for you,
I will wait for you ♪ ♪ Early in the morning, late at night ♪ ♪ It don't even matter what time it is ♪ ♪ World was ending, would you cry ♪ ♪ Or would you try to get me ♪ ♪ Tell me now, I want
you to be clear, yeah ♪"
